dt,open,high,low,close,volume
2021-01-01,88.35,90.832,84.645,90.711,193634.035
2021-01-02,90.827,91.99,82.473,85.768,199756.529
2021-01-03,85.754,95.0,81.291,93.778,290702.541
2021-01-04,93.789,115.522,86.01,114.271,658257.708
2021-01-05,114.231,123.962,98.41,119.689,517557.043
2021-01-06,119.686,120.5,107.752,115.191,303818.954
2021-01-07,115.309,129.0,107.89,114.823,409727.426
2021-01-08,114.999,119.37,100.0,110.481,302116.471
2021-01-09,110.721,119.219,105.918,117.479,230440.996
2021-01-10,117.611,135.99,111.43,127.007,470126.599
2021-01-11,126.9,127.287,94.02,114.212,571386.725
2021-01-12,114.283,135.754,109.1,127.765,476089.841
2021-01-13,127.661,147.928,119.838,146.811,426638.76
2021-01-14,146.818,154.944,139.141,147.53,250449.03
2021-01-15,147.695,169.599,139.5,166.513,355799.391
2021-01-16,166.415,203.498,166.35,181.417,571037.751
2021-01-17,181.326,198.927,174.181,186.323,348083.533
2021-01-18,186.253,200.696,180.5,200.054,228058.112
2021-01-19,200.054,209.98,183.9,186.079,290743.124
2021-01-20,185.882,199.229,171.346,196.733,277923.436
2021-01-21,196.787,199.285,155.21,160.321,454780.957
2021-01-22,160.29,199.318,147.27,189.592,333628.877
2021-01-23,189.597,220.0,185.548,213.304,290322.734
2021-01-24,213.373,288.9,212.194,264.401,705578.744
2021-01-25,264.526,283.0,238.0,247.647,502590.092
2021-01-26,247.506,287.998,240.29,277.661,464004.531
2021-01-27,277.653,298.576,255.0,286.0,526131.381
2021-01-28,286.208,308.899,275.0,297.209,364117.93
2021-01-29,297.554,308.373,271.274,287.8,359239.9
2021-01-30,288.006,323.703,282.0,314.791,282329.498
2021-01-31,315.124,319.0,290.0,299.601,186022.768
2021-02-01,299.975,307.366,283.607,294.954,202277.083
2021-02-02,295.281,307.0,285.665,302.987,197749.284
2021-02-03,302.995,388.5,300.49,384.499,348001.699
2021-02-04,384.217,520.182,384.217,466.582,1031523.191
2021-02-05,466.582,542.543,464.84,505.376,436865.872
2021-02-06,505.634,510.123,432.438,473.936,428312.322
2021-02-07,473.889,482.13,392.5,472.907,352083.247
2021-02-08,473.125,531.01,462.191,489.294,387242.332
2021-02-09,488.825,510.649,471.0,488.218,253535.259
2021-02-10,488.28,581.667,488.0,523.497,428773.253
2021-02-11,523.34,541.827,507.434,517.189,163767.731
2021-02-12,517.6,544.152,499.003,528.325,177878.285
2021-02-13,528.326,543.619,484.685,494.732,182381.464
2021-02-14,494.387,509.298,460.28,468.525,137670.976
2021-02-15,468.43,497.0,380.0,455.666,350475.311
2021-02-16,455.766,478.875,421.179,432.364,247618.869
2021-02-17,432.241,469.0,400.0,451.333,273023.564
2021-02-18,451.835,480.0,434.411,441.503,216935.092
2021-02-19,441.258,452.03,405.213,419.604,279827.887
2021-02-20,419.588,498.0,405.6,441.108,633739.333
2021-02-21,441.055,454.824,424.006,436.965,220938.515
2021-02-22,436.986,448.611,347.907,400.0,395236.164
2021-02-23,400.35,404.052,284.627,364.258,585503.053
2021-02-24,364.031,406.0,341.527,367.503,318085.953
2021-02-25,367.086,388.688,334.36,338.563,187331.603
2021-02-26,339.299,353.668,302.549,323.268,240591.262
2021-02-27,323.182,349.998,322.787,332.824,168185.168
2021-02-28,332.808,365.98,300.14,354.155,256054.901
2021-03-01,353.791,389.255,350.134,385.952,292520.864
2021-03-02,385.545,417.791,376.122,390.946,310310.832
2021-03-03,390.444,419.0,383.734,395.501,170228.244
2021-03-04,395.502,410.998,365.691,373.733,178117.315
2021-03-05,374.251,377.275,339.99,367.005,153319.431
2021-03-06,366.658,391.181,351.664,387.934,99771.411
2021-03-07,387.935,419.96,384.012,414.89,289459.799
2021-03-08,415.033,437.315,391.799,437.282,284970.59
2021-03-09,437.212,450.0,416.833,444.088,201434.136
2021-03-10,444.059,459.0,399.042,406.848,235481.224
2021-03-11,406.252,416.0,387.428,404.846,169000.497
2021-03-12,405.142,408.0,360.0,373.763,209409.999
2021-03-13,373.694,428.0,359.674,413.759,233935.375
2021-03-14,413.948,418.427,376.866,380.669,169324.948
2021-03-15,380.009,389.904,353.791,367.592,150620.018
2021-03-16,367.592,377.999,350.194,370.666,119804.404
2021-03-17,370.674,384.319,358.0,382.9,118430.404
2021-03-18,382.899,384.72,360.822,363.133,91231.72
2021-03-19,362.991,380.0,353.339,368.861,100318.817
2021-03-20,368.826,396.2,367.375,370.171,95874.823
2021-03-21,370.171,375.823,359.432,367.339,63351.065
2021-03-22,367.597,373.72,331.948,336.335,92905.149
2021-03-23,336.195,345.337,325.924,330.489,100615.916
2021-03-24,330.299,348.802,296.225,308.019,120517.599
2021-03-25,308.394,333.168,298.0,325.223,158041.746
2021-03-26,325.634,360.586,325.236,358.428,119722.201
2021-03-27,358.682,361.975,339.408,351.319,77996.413
2021-03-28,351.315,356.83,332.06,347.721,90141.867
2021-03-29,348.036,367.819,344.39,360.827,122881.971
2021-03-30,360.694,383.599,353.0,377.328,143158.504
2021-03-31,377.305,395.0,357.401,382.567,196426.494
2021-04-01,382.567,393.5,370.851,382.216,151457.542
2021-04-02,382.249,422.312,377.353,420.082,191826.844
2021-04-03,420.0,425.5,376.314,379.622,137624.375
2021-04-04,379.598,411.664,372.0,403.4,110604.904
2021-04-05,403.499,408.171,383.364,398.085,107399.952
2021-04-06,398.399,415.129,379.303,382.99,177327.111
2021-04-07,383.293,387.129,340.207,349.203,184615.22
2021-04-08,348.672,371.566,346.4,371.027,122396.096
2021-04-09,371.046,374.22,356.604,358.863,78595.935
2021-04-10,358.999,375.626,356.087,367.295,125065.961
2021-04-11,367.331,375.0,360.283,372.026,80279.6
2021-04-12,372.231,418.05,365.0,397.564,394741.454
2021-04-13,397.502,420.918,384.383,399.074,286982.217
2021-04-14,398.953,431.1,386.888,428.517,285814.239
2021-04-15,428.474,489.0,422.3,466.076,427683.291
2021-04-16,466.076,470.073,418.529,440.784,281327.687
2021-04-17,441.318,462.176,418.262,425.0,144154.816
2021-04-18,425.001,428.775,280.727,381.498,467760.757
2021-04-19,381.3,398.329,340.546,344.142,232671.519
2021-04-20,344.602,371.357,309.05,360.449,256030.587
2021-04-21,360.699,384.701,341.447,351.431,214484.792
2021-04-22,351.431,415.134,343.062,359.709,435741.361
2021-04-23,359.821,372.271,308.12,343.386,418595.218
2021-04-24,343.816,344.442,314.137,317.331,147934.681
2021-04-25,317.332,353.791,314.753,348.53,145310.1746
2021-04-26,348.98,409.11,345.43,405.65,321545.8688
2021-04-27,405.21,453.01,394.06,440.7,318605.4765
2021-04-28,440.86,486.712,423.01,460.88,427915.3354
2021-04-29,460.99,463.23,423.77,438.96,244980.1299
2021-04-30,438.95,462.08,429.07,444.72,234640.0539
2021-05-01,444.72,512.0,436.27,504.47,352307.5767
2021-05-02,504.6,510.0,470.6,482.41,212962.0213
2021-05-03,482.41,535.0,481.04,518.22,280956.009
2021-05-04,518.62,519.95,442.14,448.1,374734.9299
2021-05-05,448.03,485.0,439.43,480.4,219568.8268
2021-05-06,480.79,482.31,440.0,452.93,196776.2338
2021-05-07,452.94,469.64,432.15,445.13,157154.5623
2021-05-08,445.33,475.65,440.27,466.9,118733.5978
2021-05-09,466.86,469.98,440.64,459.51,108532.9756
2021-05-10,459.44,482.46,400.0,433.48,193342.4905
2021-05-11,433.02,459.34,417.4,457.28,141927.1696
2021-05-12,457.73,598.0,455.98,513.81,1027598.0786
2021-05-13,513.81,621.0,450.0,509.33,976961.4174
2021-05-14,508.87,634.32,505.61,594.78,443099.6582
2021-05-15,594.8,611.0,508.31,517.89,336189.7337
2021-05-16,517.2,562.72,477.35,527.88,299952.7342
2021-05-17,527.84,593.89,470.0,572.26,546539.805
2021-05-18,572.45,668.0,562.04,628.75,706129.4983
2021-05-19,628.37,649.86,350.0,414.36,1181213.4515
2021-05-20,413.95,509.0,351.56,467.22,613938.9288
2021-05-21,466.85,494.42,310.0,373.29,562543.9343
2021-05-22,372.88,382.78,310.0,334.87,436067.2922
2021-05-23,334.85,350.68,208.09,293.31,777740.8903
2021-05-24,293.08,397.67,286.39,387.06,603161.2079
2021-05-25,387.37,404.93,321.64,370.66,414097.3471
2021-05-26,370.3,418.0,357.29,414.57,402571.4835
2021-05-27,414.54,415.07,364.47,371.9,316297.0337
2021-05-28,372.0,376.6,304.0,319.8,386903.2378
2021-05-29,320.21,335.81,280.3,298.02,252141.7386
2021-05-30,297.87,339.3,281.43,324.38,188588.2838
2021-05-31,324.38,385.41,304.36,382.44,338881.0828
2021-06-01,382.4,393.56,360.7,373.13,311375.3466
2021-06-02,372.85,402.3,361.51,384.24,208923.1678
2021-06-03,384.23,409.38,376.16,398.36,177686.9452
2021-06-04,398.19,398.86,346.42,373.11,229261.9947
2021-06-05,373.11,391.7,347.03,356.22,178930.1369
2021-06-06,356.24,368.46,354.49,365.48,68754.6635
2021-06-07,365.73,387.76,331.54,334.54,182850.3444
2021-06-08,334.51,339.21,296.37,329.3,213810.623
2021-06-09,329.31,343.89,305.57,338.85,188262.9676
2021-06-10,338.99,339.99,303.84,310.29,118220.4712
2021-06-11,310.41,315.2,280.52,285.33,128679.1619
2021-06-12,285.53,289.37,265.68,278.49,136891.9389
2021-06-13,278.55,318.18,266.68,316.27,182230.2044
2021-06-14,316.3,336.49,308.57,318.19,180494.1762
2021-06-15,318.2,327.48,306.78,311.78,106084.0846
2021-06-16,311.69,313.98,287.35,290.71,95598.8535
2021-06-17,290.72,305.49,285.16,293.21,69912.576
2021-06-18,293.25,293.77,252.74,265.11,146028.0676
2021-06-19,265.08,270.1,254.38,254.59,80174.9178
2021-06-20,254.68,277.24,242.07,272.67,148498.3831
2021-06-21,272.85,275.75,206.0,212.64,299648.8868
2021-06-22,212.69,224.0,170.1,206.12,572892.022
2021-06-23,206.14,229.65,196.9,207.65,365959.3891
2021-06-24,207.53,218.38,193.08,211.28,223463.3788
2021-06-25,211.37,214.86,185.12,186.86,192411.9939
2021-06-26,186.76,193.37,176.32,187.29,163389.7262
2021-06-27,187.17,203.29,183.06,202.87,206406.7783
2021-06-28,202.93,233.22,200.62,227.37,261935.838
2021-06-29,227.32,253.32,226.04,238.22,280295.6893
2021-06-30,238.03,252.58,219.71,251.08,273789.0701
2021-07-01,250.96,253.02,227.22,230.17,234518.7354
2021-07-02,230.18,234.96,215.62,234.12,183917.2291
2021-07-03,234.05,267.08,227.75,259.42,275045.4219
2021-07-04,259.41,289.9,248.03,277.0,287632.6323
2021-07-05,277.0,318.4,260.42,308.22,595969.2872
2021-07-06,308.1,347.53,308.06,316.49,680686.4398
2021-07-07,316.49,331.7,310.06,314.83,301732.4367
2021-07-08,314.76,315.68,275.96,291.36,541972.3649
2021-07-09,291.34,314.72,276.0,303.0,414420.679
2021-07-10,303.07,311.87,288.21,294.7,181454.0335
2021-07-11,294.66,311.0,286.03,305.09,171310.8925
2021-07-12,305.1,321.95,291.18,296.73,249947.8467
2021-07-13,296.73,297.74,267.45,271.23,196443.9373
2021-07-14,271.23,285.59,251.85,279.29,300658.576
2021-07-15,279.34,288.38,265.38,272.3,247936.7541
2021-07-16,272.28,279.79,252.2,253.13,159349.1979
2021-07-17,253.14,259.06,245.01,253.14,132529.3776
2021-07-18,253.14,267.96,250.69,253.68,107331.6064
2021-07-19,253.88,255.99,232.93,238.51,147774.6078
2021-07-20,238.45,242.41,212.54,223.03,191015.8602
2021-07-21,223.39,263.48,216.99,259.45,247998.9693
2021-07-22,259.45,280.33,256.67,278.66,225622.7276
2021-07-23,278.54,293.0,268.0,290.0,218991.407
2021-07-24,289.99,299.05,280.85,287.67,176431.3628
2021-07-25,287.89,293.18,271.9,288.07,142260.1545
2021-07-26,287.89,335.52,285.66,302.43,462405.8675
2021-07-27,302.53,312.36,283.29,299.94,323347.1987
2021-07-28,299.98,309.0,292.02,297.92,188239.9438
2021-07-29,298.04,315.75,292.41,312.0,164845.9096
2021-07-30,312.0,323.85,300.0,320.49,178825.6618
2021-07-31,320.39,333.0,312.69,331.1,129435.4744
2021-08-01,331.11,339.59,313.51,316.38,152042.0804
2021-08-02,316.38,329.02,309.01,320.4,113543.7248
2021-08-03,320.32,324.04,301.97,308.74,113981.445
2021-08-04,308.49,343.0,300.26,339.02,162734.4232
2021-08-05,339.01,383.0,336.87,372.78,381289.3282
2021-08-06,372.97,379.48,356.95,369.6,175602.3833
2021-08-07,369.76,400.02,365.1,385.07,201211.6316
2021-08-08,385.12,389.45,352.0,360.72,123004.407
2021-08-09,360.82,384.86,347.36,374.01,141330.9613
2021-08-10,374.02,400.0,367.86,384.14,168365.7513
2021-08-11,383.99,420.0,382.6,402.42,202514.7059
2021-08-12,402.62,417.92,375.93,392.17,140282.8985
2021-08-13,392.27,428.28,387.87,427.5,145749.7885
2021-08-14,427.52,428.25,404.15,414.38,104107.1226
2021-08-15,414.39,416.11,391.24,410.27,124038.8121
2021-08-16,410.14,446.66,407.87,412.59,265650.0373
2021-08-17,412.59,448.44,380.52,381.46,263870.2827
2021-08-18,381.44,397.55,361.27,380.22,218560.9458
2021-08-19,380.25,405.4,370.49,405.4,148762.6376
2021-08-20,405.31,420.82,403.22,409.2,143871.086
2021-08-21,409.27,415.84,393.25,399.91,137607.949
2021-08-22,399.91,408.63,385.75,400.98,83066.0189
2021-08-23,400.98,415.49,399.13,408.35,130982.4044
